Before_Weight,After_Weight
70.30115104970513,70.77740009666921
82.31621056242643,82.75673947042834
69.03819517609439,70.95463159755738
71.50773671166806,69.57074823656633
69.82644115147379,69.87230006535867
64.15660981190234,61.22580954212197
75.7141140725751,74.68661313004043
73.75966516343387,71.36923600033082
73.95515973521523,72.24614763019339
65.4530627260263,65.23853380233705
77.0139715546805,72.55930950498008
62.990744686038596,67.26790651309497
72.93428546900135,67.91623332450224
80.95227812904989,75.30971229068669
65.04731837434656,66.52165099484677
67.16851135198614,67.54349943387494
70.4982568254382,70.37061627659467
67.48262172941901,67.36765825721184
62.24668284466934,60.20994252612859
70.34281487403014,65.65105175957265
64.68848143136948,62.91589510595066
72.36796215317591,68.33647701863957
65.40287882883098,66.32823802908423
77.7496720250877,75.3084998805813
66.08373353831881,61.607241947941276
68.38969241897162,65.42553489401264
74.06758608684835,73.30638044967523
63.84567841783022,60.154504759418295
71.13729967302065,66.67063848632135
76.53571377141213,75.26677540588787
61.96258382719386,60.697483540520025
70.92316929266153,67.40233976654814
71.29941397124212,67.88629905438715
73.90911435888655,72.60526417095946
63.81524644560959,57.47099342111762
63.39771693457862,57.175325611448955
72.60970782808448,68.45437516432717
71.48492336616593,68.84458191103039
71.25246425172938,70.1851869485234
71.73224104748488,74.15830969833354
66.59987639210755,67.17285526171361
71.16126848580502,68.68145289591475
71.46536236649341,69.40831374278534
66.42824290986816,61.420654815954734
79.32887255572378,77.27333314774661
72.36916460455893,69.50318868779851
64.04348251398676,63.01163819500103
73.28276804316914,68.80107521251217
65.1265916488634,64.68463119158692
73.93542301871226,76.53363975772
75.79297789503703,73.46669744966646
65.89658840824144,65.10172357453827
74.8168806462216,74.88731262135494
72.06390463468249,68.86024321902498
74.11030079997245,72.7825782454037
79.48396491326974,77.52174211561513
68.77305941998564,67.06608771563214
66.23131917821256,61.91228982664616
65.55242785187238,63.62595837464921
65.92094857517282,65.41494344890917
69.61449145292949,71.96792227631461
71.70575987408321,72.58357235233883
71.38345399665009,75.84300136918476
74.13591624518011,69.83387355651597
70.06500945938953,70.68197136955156
77.26767038578659,75.81769640300165
68.67671583381022,73.24612463346324
83.6008458329481,79.17595097688265
73.12833673882503,68.6091712122827
65.71421221791859,61.91603428158652
64.64553750969444,56.273850336765015
72.41236207621593,68.83509701117364
68.88268607337075,64.60528808870966
73.57000247046047,72.02118382988908
72.36618812286773,71.39145605019921
69.63585543671563,73.2643679543633
65.76603140965797,66.61730292421612
62.42576387657068,58.69505290958347
67.76742523966489,63.072181225619815
74.28199397161737,73.75775148613688
71.07046872065102,65.1097690995891
63.77130610644006,67.26568240400312
70.86590462925591,72.40422499141977
71.92658689864419,68.51905994233007
65.58071281899433,58.4413092317217
70.76862552972764,72.83024265222389
70.29104359223,67.94742405647214
64.28514851084688,65.99859744676726
